公司代码 	公司简称 	代码	简称	上市日期	总股本	流通股本	
600971	  恒源煤电	  600971	  恒源煤电	  2004-08-17	  120000.49	  120000.49	  
600973	  宝胜股份	  600973	  宝胜股份	  2004-08-02	  122211.25	  122211.25	  
600975	  新五丰	  600975	  新五丰	  2004-06-09	  65267.56	  65267.56	  
600976	  健民集团	  600976	  健民集团	  2004-04-19	  15339.86	  15329.86	  
600977	  中国电影	  600977	  中国电影	  2016-08-09	  186700.00	  56500.00	  
600978	  宜华生活	  600978	  宜华生活	  2004-08-24	  148287.00	  148287.00	  
600979	  广安爱众	  600979	  广安爱众	  2004-09-06	  94789.21	  94789.21	  
600980	  北矿科技	  600980	  北矿科技	  2004-05-12	  15520.99	  15220.99	  
600981	  汇鸿集团	  600981	  汇鸿集团	  2004-06-30	  224243.32	  73085.22	  
600982	  宁波热电	  600982	  宁波热电	  2004-07-06	  108669.55	  74693.00	  
600983	  惠而浦	  600983	  惠而浦	  2004-07-27	  76643.90	  53280.00	  
600984	  建设机械	  600984	  建设机械	  2004-07-07	  82779.35	  78611.55	  
600985	  淮北矿业	  600985	  淮北矿业	  2004-04-28	  217241.22	  26285.47	  
600986	  科达股份	  600986	  科达股份	  2004-04-26	  132557.38	  128307.59	  
600987	  航民股份	  600987	  航民股份	  2004-08-09	  108081.88	  92119.95	  
600988	  赤峰黄金	  600988	  赤峰黄金	  2004-04-14	  142638.15	  142638.15	  
600989	  宝丰能源	  600989	  宝丰能源	  2019-05-16	  733336.00	  73336.00	  
600990	  四创电子	  600990	  四创电子	  2004-05-10	  15917.91	  13670.20	  
600992	  贵绳股份	  600992	  贵绳股份	  2004-05-14	  24509.00	  24509.00	  
600993	  马应龙	  600993	  马应龙	  2004-05-17	  43105.39	  43023.63	  
600995	  文山电力	  600995	  文山电力	  2004-06-15	  47852.64	  47852.64	  
600996	  贵广网络	  600996	  贵广网络	  -	  104256.84	  29798.73	  
600997	  开滦股份	  600997	  开滦股份	  2004-06-02	  158779.99	  123464.00	  
600998	  九州通	  600998	  九州通	  2010-11-02	  187766.42	  167345.53	  
600999	  招商证券	  600999	  招商证券	  2009-11-17	  669940.93	  669940.93	  
601000	  唐山港	  601000	  唐山港	  2010-07-05	  592592.86	  557384.60	  
601001	  大同煤业	  601001	  大同煤业	  2006-06-23	  167370.00	  167370.00	  
601002	  晋亿实业	  601002	  晋亿实业	  2007-01-26	  79269.00	  79269.00	  
601003	  柳钢股份	  601003	  柳钢股份	  2007-02-27	  256279.32	  256279.32	  
601005	  重庆钢铁	  601005	  重庆钢铁	  2007-02-28	  891860.23	  891860.23	  
601006	  大秦铁路	  601006	  大秦铁路	  2006-08-01	  1486679.15	  1486679.15	  
601007	  金陵饭店	  601007	  金陵饭店	  2007-04-06	  30000.00	  30000.00	  
601008	  连云港	  601008	  连云港	  2007-04-26	  101521.51	  101521.51	  
601009	  南京银行	  601009	  南京银行	  2007-07-19	  848220.79	  848220.79	  
601010	  文峰股份	  601010	  文峰股份	  2011-06-03	  184800.00	  184800.00	  
601011	  宝泰隆	  601011	  宝泰隆	  2011-03-09	  161097.96	  159922.02	  
601012	  隆基股份	  601012	  隆基股份	  2012-04-11	  362441.22	  361535.39	  
601015	  陕西黑猫	  601015	  陕西黑猫	  2014-11-05	  162978.95	  145873.68	  
601016	  节能风电	  601016	  节能风电	  2014-09-29	  415556.00	  415556.00	  
601018	  宁波港	  601018	  宁波港	  2010-09-28	  1317284.78	  1280000.00	  
601019	  山东出版	  601019	  山东出版	  2017-11-22	  208690.00	  42690.00	  
601020	  华钰矿业	  601020	  华钰矿业	  2016-03-16	  52591.63	  52286.10	  
601021	  春秋航空	  601021	  春秋航空	  2015-01-21	  91674.27	  91646.27	  
601028	  玉龙股份	  601028	  玉龙股份	  2011-11-07	  78302.58	  78302.58	  
601038	  一拖股份	  601038	  一拖股份	  2012-08-08	  98585.00	  98585.00	  
601058	  赛轮轮胎	  601058	  赛轮轮胎	  2011-06-30	  270146.07	  215915.72	  
601066	  中信建投	  601066	  中信建投	  2018-06-20	  764638.52	  212539.89	  
601068	  中铝国际	  601068	  中铝国际	  2018-08-31	  295906.67	  69538.27	  
601069	  西部黄金	  601069	  西部黄金	  2015-01-22	  63600.00	  63600.00	  
601086	  国芳集团	  601086	  国芳集团	  2017-09-29	  66600.00	  16600.00	  
601088	  中国神华	  601088	  中国神华	  2007-10-09	  1988962.05	  1988962.05	  
601098	  中南传媒	  601098	  中南传媒	  2010-10-28	  179600.00	  179600.00	  
601099	  太平洋	  601099	  太平洋	  2007-12-28	  681631.64	  681631.64	  
601100	  恒立液压	  601100	  恒立液压	  2011-10-28	  88200.00	  88200.00	  
601101	  昊华能源	  601101	  昊华能源	  2010-03-31	  119999.83	  119999.83	  
601106	  中国一重	  601106	  中国一重	  2010-02-09	  685778.29	  653800.00	  
601107	  四川成渝	  601107	  四川成渝	  2009-07-27	  305806.00	  305806.00	  
601108	  财通证券	  601108	  财通证券	  2017-10-24	  358900.00	  240669.26	  
601111	  中国国航	  601111	  中国国航	  2006-08-18	  1452481.52	  1401133.64	  
601113	  华鼎股份	  601113	  华鼎股份	  2011-05-09	  116164.51	  90768.22	  
601116	  三江购物	  601116	  三江购物	  2011-03-02	  54767.84	  41075.88	  
601117	  中国化学	  601117	  中国化学	  2010-01-07	  493300.00	  493300.00	  
601118	  海南橡胶	  601118	  海南橡胶	  2011-01-07	  427942.78	  427942.78	  
601126	  四方股份	  601126	  四方股份	  2010-12-31	  81317.20	  81317.20	  
601127	  小康股份	  601127	  小康股份	  2016-06-15	  94138.46	  93338.46	  
601128	  常熟银行	  601128	  常熟银行	  2016-09-30	  274085.59	  151531.70	  
601137	  博威合金	  601137	  博威合金	  2011-01-27	  69723.39	  56392.86	  
601138	  工业富联	  601138	  工业富联	  2018-06-08	  1984448.36	  160877.20	  
601139	  深圳燃气	  601139	  深圳燃气	  2009-12-25	  287684.98	  285467.91	  
601155	  新城控股	  601155	  新城控股	  2015-12-04	  225672.42	  224598.42	  
601158	  重庆水务	  601158	  重庆水务	  2010-03-29	  480000.00	  480000.00	  
601162	  天风证券	  601162	  天风证券	  2018-10-19	  518000.00	  51800.00	  
601163	  三角轮胎	  601163	  三角轮胎	  2016-09-09	  80000.00	  28044.28	  
601166	  兴业银行	  601166	  兴业银行	  2007-02-05	  2077419.08	  1905233.68	  
601168	  西部矿业	  601168	  西部矿业	  2007-07-12	  238300.00	  238300.00	  
601169	  北京银行	  601169	  北京银行	  2007-09-19	  2114298.43	  1824801.08	  
601177	  杭齿前进	  601177	  杭齿前进	  2010-10-11	  40006.00	  40006.00	  
601179	  中国西电	  601179	  中国西电	  2010-01-28	  512588.24	  512588.24	  
601186	  中国铁建	  601186	  中国铁建	  2008-03-10	  1357954.15	  1357954.15	  
601188	  龙江交通	  601188	  龙江交通	  2010-03-19	  131587.86	  131587.86	  
601198	  东兴证券	  601198	  东兴证券	  2015-02-26	  275796.07	  275796.07	  
601199	  江南水务	  601199	  江南水务	  2011-03-17	  93521.03	  93521.03	  
601200	  上海环境	  601200	  上海环境	  2017-03-31	  91330.70	  87403.07	  
601208	  东材科技	  601208	  东材科技	  2011-05-20	  62660.10	  62660.10	  
601211	  国泰君安	  601211	  国泰君安	  2015-06-26	  890794.80	  890794.80	  
601212	  白银有色	  601212	  白银有色	  2017-02-15	  740477.45	  196467.51	  
601216	  君正集团	  601216	  君正集团	  2011-02-22	  843801.74	  843801.74	  
601218	  吉鑫科技	  601218	  吉鑫科技	  2011-05-06	  99176.00	  99176.00	  
601222	  林洋能源	  601222	  林洋能源	  2011-08-08	  175766.89	  174887.69	  
601225	  陕西煤业	  601225	  陕西煤业	  2014-01-28	  1000000.00	  1000000.00	  
601226	  华电重工	  601226	  华电重工	  2014-12-11	  115500.00	  115500.00	  
601228	  广州港	  601228	  广州港	  2017-03-29	  619318.00	  144318.00	  
601229	  上海银行	  601229	  上海银行	  2016-11-16	  1420652.87	  675425.07	  
601231	  环旭电子	  601231	  环旭电子	  2012-02-20	  217592.36	  217592.36	  
601233	  桐昆股份	  601233	  桐昆股份	  2011-05-18	  182483.49	  182483.49	  
601236	  红塔证券	  601236	  红塔证券	  2019-07-05	  363340.54	  36400.00	  
601238	  广汽集团	  601238	  广汽集团	  2012-03-29	  1023648.30	  918173.66	  
601258	  庞大集团	  601258	  庞大集团	  2011-04-28	  667466.34	  653847.84	  
601288	  农业银行	  601288	  农业银行	  2010-07-15	  34998303.39	  32479411.70	  
601298	  青岛港	  601298	  青岛港	  2019-01-21	  649110.00	  155340.10	  
601311	  骆驼股份	  601311	  骆驼股份	  2011-06-02	  86382.37	  86382.37	  
601318	  中国平安	  601318	  中国平安	  2007-03-01	  1828024.14	  1828024.14	  
601319	  中国人保	  601319	  中国人保	  2018-11-16	  4422399.06	  973747.40	  
601326	  秦港股份	  601326	  秦港股份	  2017-08-16	  558741.20	  248309.78	  
601328	  交通银行	  601328	  交通银行	  2007-05-15	  7426272.66	  7426272.66	  
601330	  绿色动力	  601330	  绿色动力	  2018-06-11	  116120.00	  66001.04	  
601333	  广深铁路	  601333	  广深铁路	  2006-12-22	  708353.70	  708353.70	  
601336	  新华保险	  601336	  新华保险	  2011-12-16	  311954.66	  311954.66	  
601339	  百隆东方	  601339	  百隆东方	  2012-06-12	  150000.00	  150000.00	  
601360	  三六零	  601360	  三六零	  2012-01-16	  676405.52	  39718.24	  
601366	  利群股份	  601366	  利群股份	  2017-04-12	  86050.05	  47502.82	  
601368	  绿城水务	  601368	  绿城水务	  2015-06-12	  73581.09	  73581.09	  
601369	  陕鼓动力	  601369	  陕鼓动力	  2010-04-28	  167673.02	  163877.02	  
601375	  中原证券	  601375	  中原证券	  2017-01-03	  386907.07	  299810.77	  
601377	  兴业证券	  601377	  兴业证券	  2010-10-13	  669667.17	  669667.17	  
601388	  怡球资源	  601388	  怡球资源	  2012-04-23	  202540.00	  202540.00	  
601390	  中国中铁	  601390	  中国中铁	  2007-12-03	  2284430.15	  2284430.15	  
601398	  工商银行	  601398	  工商银行	  2006-10-27	  35640625.71	  35640625.71	  
601500	  通用股份	  601500	  通用股份	  2016-09-19	  87229.01	  17491.91	  
601515	  东风股份	  601515	  东风股份	  2012-02-16	  133440.00	  133440.00	  
601518	  吉林高速	  601518	  吉林高速	  2010-03-19	  135039.51	  121320.00	  
601519	  大智慧	  601519	  大智慧	  2011-01-28	  198770.00	  198770.00	  
601555	  东吴证券	  601555	  东吴证券	  2011-12-12	  300000.00	  289100.00	  
601558	  ST锐电	  601558	  ST锐电	  2011-01-13	  603060.00	  570720.00	  
601566	  九牧王	  601566	  九牧王	  2011-05-30	  57463.72	  57463.72	  
601567	  三星医疗	  601567	  三星医疗	  2011-06-15	  138656.91	  138656.91	  
601577	  长沙银行	  601577	  长沙银行	  2018-09-26	  342155.38	  34215.54	  
601579	  会稽山	  601579	  会稽山	  2014-08-25	  49736.00	  40000.00	  
601588	  北辰实业	  601588	  北辰实业	  2006-10-16	  336702.00	  336702.00	  
601595	  上海电影	  601595	  上海电影	  2016-08-17	  37350.00	  10604.53	  
601598	  中国外运	  601598	  中国外运	  2019-01-18	  740080.39	  349652.42	  
601599	  鹿港文化	  601599	  鹿港文化	  2011-05-27	  89272.50	  89272.50	  
601600	  中国铝业	  601600	  中国铝业	  2007-04-30	  1702267.30	  1490379.82	  
601601	  中国太保	  601601	  中国太保	  2007-12-25	  906200.00	  906200.00	  
601606	  长城军工	  601606	  长城军工	  2018-08-06	  72422.84	  14800.00	  
601607	  上海医药	  601607	  上海医药	  1994-03-24	  284208.93	  284200.77	  
601608	  中信重工	  601608	  中信重工	  2012-07-06	  433941.93	  433941.93	  
601611	  中国核建	  601611	  中国核建	  2016-06-06	  262500.00	  262500.00	  
601615	  明阳智能	  601615	  明阳智能	  2019-01-23	  137972.24	  27590.00	  
601616	  广电电气	  601616	  广电电气	  2011-02-01	  93557.50	  93557.50	  
601618	  中国中冶	  601618	  中国中冶	  2009-09-21	  2072361.92	  2072361.92	  
601619	  嘉泽新能	  601619	  嘉泽新能	  2017-07-20	  193300.00	  50375.47	  
601628	  中国人寿	  601628	  中国人寿	  2007-01-09	  2826470.50	  2826470.50	  
601633	  长城汽车	  601633	  长城汽车	  2011-09-28	  912726.90	  912726.90	  
601636	  旗滨集团	  601636	  旗滨集团	  2011-08-12	  268808.09	  263258.91	  
601666	  平煤股份	  601666	  平煤股份	  2006-11-23	  236116.50	  236116.50	  
601668	  中国建筑	  601668	  中国建筑	  2009-07-29	  4198126.57	  4114107.50	  
601669	  中国电建	  601669	  中国电建	  2011-10-18	  1529903.50	  1114440.15	  
601677	  明泰铝业	  601677	  明泰铝业	  2011-09-19	  58987.64	  57462.14	  
601678	  滨化股份	  601678	  滨化股份	  2010-02-23	  154440.00	  154440.00	  
601688	  华泰证券	  601688	  华泰证券	  2010-02-26	  907665.00	  798791.88	  
601689	  拓普集团	  601689	  拓普集团	  2015-03-19	  72757.78	  72305.61	  
601698	  中国卫通	  601698	  中国卫通	  2019-06-28	  400000.00	  40000.00	  
601699	  潞安环能	  601699	  潞安环能	  2006-09-22	  299140.92	  299140.92	  
601700	  风范股份	  601700	  风范股份	  2011-01-18	  113323.20	  113323.20	  
601717	  郑煤机	  601717	  郑煤机	  2010-08-03	  173247.14	  172635.96	  
601718	  际华集团	  601718	  际华集团	  2010-08-16	  439162.94	  439162.94	  
601727	  上海电气	  601727	  上海电气	  2008-12-05	  1515239.07	  1325665.88	  
601766	  中国中车	  601766	  中国中车	  2008-08-18	  2869886.41	  2728875.83	  
601777	  力帆股份	  601777	  力帆股份	  2010-11-25	  131375.76	  126409.50	  
601788	  光大证券	  601788	  光大证券	  2009-08-18	  461078.76	  461078.76	  
601789	  宁波建工	  601789	  宁波建工	  2011-08-16	  97608.00	  97608.00	  
601798	  ST蓝科	  601798	  ST蓝科	  2011-06-22	  35452.82	  35452.82	  
601799	  星宇股份	  601799	  星宇股份	  2011-02-01	  27615.52	  27615.52	  
601800	  中国交建	  601800	  中国交建	  2012-03-09	  1617473.54	  1617473.54	  
601801	  皖新传媒	  601801	  皖新传媒	  2010-01-18	  198920.47	  198920.47	  
601808	  中海油服	  601808	  中海油服	  2007-09-28	  477159.20	  477159.20	  
601811	  新华文轩	  601811	  新华文轩	  2016-08-08	  123384.10	  64103.15	  
601818	  光大银行	  601818	  光大银行	  2010-08-18	  5248930.09	  5248930.09	  
601828	  美凯龙	  601828	  美凯龙	  2018-01-17	  355000.00	  106968.42	  
601838	  成都银行	  601838	  成都银行	  2018-01-31	  361225.13	  186663.45	  
601857	  中国石油	  601857	  中国石油	  2007-11-05	  18302097.78	  18302097.78	  
601858	  中国科传	  601858	  中国科传	  2017-01-18	  79050.00	  19050.00	  
601860	  紫金银行	  601860	  紫金银行	  2019-01-03	  366088.89	  36608.89	  
601865	  福莱特	  601865	  福莱特	  2019-02-15	  195000.00	  60000.00	  
601866	  中远海发	  601866	  中远海发	  2007-12-12	  1160812.50	  1160812.50	  
601869	  长飞光纤	  601869	  长飞光纤	  2018-07-20	  75790.51	  42735.73	  
601872	  招商轮船	  601872	  招商轮船	  2006-12-01	  606661.27	  472092.18	  
601877	  正泰电器	  601877	  正泰电器	  2010-01-21	  215123.99	  176945.70	  
601878	  浙商证券	  601878	  浙商证券	  2017-06-26	  333333.34	  120850.82	  
601880	  大连港	  601880	  大连港	  2010-12-06	  1289453.60	  1289453.60	  
601881	  中国银河	  601881	  中国银河	  2017-01-23	  1013725.88	  491951.55	  
601882	  海天精工	  601882	  海天精工	  2016-11-07	  52200.00	  12594.00	  
601886	  江河集团	  601886	  江河集团	  2011-08-18	  115405.00	  115405.00	  
601888	  中国国旅	  601888	  中国国旅	  2009-10-15	  195247.55	  195247.55	  
601890	  亚星锚链	  601890	  亚星锚链	  2010-12-28	  95940.00	  95940.00	  
601898	  中煤能源	  601898	  中煤能源	  2008-02-01	  1325866.34	  1325866.34	  
601899	  紫金矿业	  601899	  紫金矿业	  2008-04-25	  2303121.89	  2261266.58	  
601900	  南方传媒	  601900	  南方传媒	  2016-02-15	  89587.66	  88945.00	  
601901	  方正证券	  601901	  方正证券	  2011-08-10	  823210.14	  823210.14	  
601908	  京运通	  601908	  京运通	  2011-09-08	  199529.77	  199301.77	  
601918	  新集能源	  601918	  新集能源	  2007-12-19	  259054.18	  259054.18	  
601919	  中远海控	  601919	  中远海控	  2007-06-26	  1225952.92	  1021627.44	  
601928	  凤凰传媒	  601928	  凤凰传媒	  2011-11-30	  254490.00	  254490.00	  
601929	  吉视传媒	  601929	  吉视传媒	  2012-02-23	  311105.01	  311105.01	  
601933	  永辉超市	  601933	  永辉超市	  2010-12-15	  957046.21	  796829.13	  
601939	  建设银行	  601939	  建设银行	  2007-09-25	  25001097.75	  25001097.75	  
601949	  中国出版	  601949	  中国出版	  2017-08-21	  182250.00	  40100.55	  
601952	  苏垦农发	  601952	  苏垦农发	  2017-05-15	  137800.00	  40930.36	  
601958	  金钼股份	  601958	  金钼股份	  2008-04-17	  322660.44	  322660.44	  
601965	  中国汽研	  601965	  中国汽研	  2012-06-11	  96997.86	  96117.99	  
601966	  玲珑轮胎	  601966	  玲珑轮胎	  2016-07-06	  120000.98	  39440.98	  
601968	  宝钢包装	  601968	  宝钢包装	  2015-06-11	  83333.33	  83333.33	  
601969	  海南矿业	  601969	  海南矿业	  2014-12-09	  195472.03	  195472.03	  
601975	  招商南油	  601975	  招商南油	  2019-01-08	  502340.00	  189855.20	  
601985	  中国核电	  601985	  中国核电	  2015-06-10	  1556543.00	  1556543.00	  
601988	  中国银行	  601988	  中国银行	  2006-07-05	  29438779.12	  29438779.12	  
601989	  中国重工	  601989	  中国重工	  2009-12-16	  2287979.32	  1836166.51	  
601990	  南京证券	  601990	  南京证券	  2018-06-13	  274901.95	  171749.03	  
601991	  大唐发电	  601991	  大唐发电	  2006-12-20	  1850671.05	  1610498.14	  
601992	  金隅集团	  601992	  金隅集团	  2011-03-01	  1067777.11	  1067292.31	  
601996	  丰林集团	  601996	  丰林集团	  2011-09-29	  114633.68	  94971.20	  
601997	  贵阳银行	  601997	  贵阳银行	  2016-08-16	  321802.87	  173455.11	  
601998	  中信银行	  601998	  中信银行	  2007-04-27	  4893479.66	  4678732.70	  
601999	  出版传媒	  601999	  出版传媒	  2007-12-21	  55091.47	  55091.47	  
603000	  人民网	  603000	  人民网	  2012-04-27	  110569.11	  110569.11	  
603001	  奥康国际	  603001	  奥康国际	  2012-04-26	  40098.00	  40098.00	  
603002	  宏昌电子	  603002	  宏昌电子	  2012-05-18	  61441.17	  61441.17	  
603003	  龙宇燃油	  603003	  龙宇燃油	  2012-08-17	  41653.24	  41653.24	  
603005	  晶方科技	  603005	  晶方科技	  2014-02-10	  23419.20	  17463.12	  
603006	  联明股份	  603006	  联明股份	  2014-06-30	  19107.82	  19107.82	  
603007	  花王股份	  603007	  花王股份	  2016-08-26	  34107.70	  19436.20	  
603008	  喜临门	  603008	  喜临门	  2012-07-17	  39485.78	  31956.00	  
603009	  北特科技	  603009	  北特科技	  2014-07-18	  35901.47	  32804.14	  
603010	  万盛股份	  603010	  万盛股份	  2014-10-10	  35430.23	  32302.32	  
603011	  合锻智能	  603011	  合锻智能	  2014-11-07	  45307.48	  44619.88	  
603012	  创力集团	  603012	  创力集团	  2015-03-20	  63656.00	  63656.00	  
603013	  亚普股份	  603013	  亚普股份	  2018-05-09	  51000.00	  6000.00	  
603015	  弘讯科技	  603015	  弘讯科技	  2015-03-03	  40715.10	  40421.90	  
603016	  新宏泰	  603016	  新宏泰	  2016-07-01	  14816.00	  14816.00	  
603017	  中衡设计	  603017	  中衡设计	  2014-12-31	  27511.47	  26992.69	  
603018	  中设集团	  603018	  中设集团	  2014-10-13	  46442.03	  45997.52	  
603019	  中科曙光	  603019	  中科曙光	  2014-11-06	  90030.38	  90030.38	  
603020	  爱普股份	  603020	  爱普股份	  2015-03-25	  32000.00	  32000.00	  
603021	  山东华鹏	  603021	  山东华鹏	  2015-04-23	  31994.81	  31994.81	  
603022	  新通联	  603022	  新通联	  2015-05-18	  20000.00	  20000.00	  
603023	  威帝股份	  603023	  威帝股份	  2015-05-27	  43203.12	  43203.12	  
603025	  大豪科技	  603025	  大豪科技	  2015-04-22	  92189.07	  91587.68	  
603026	  石大胜华	  603026	  石大胜华	  2015-05-29	  20268.00	  20268.00	  
603027	  千禾味业	  603027	  千禾味业	  2016-03-07	  45960.40	  45346.02	  
603028	  赛福天	  603028	  赛福天	  2016-03-31	  22080.00	  22080.00	  
603029	  天鹅股份	  603029	  天鹅股份	  2016-04-27	  9334.00	  9334.00	  
603030	  全筑股份	  603030	  全筑股份	  2015-03-20	  53827.83	  53397.96	  
603031	  安德利	  603031	  安德利	  2016-08-22	  11200.00	  5586.20	  
603032	  德新交运	  603032	  德新交运	  2017-01-05	  16000.80	  7840.80	  
603033	  三维股份	  603033	  三维股份	  2016-12-07	  30441.81	  7742.00	  
603035	  常熟汽饰	  603035	  常熟汽饰	  2017-01-05	  28000.00	  17221.44	  
603036	  如通股份	  603036	  如通股份	  2016-12-09	  20336.00	  5084.00	  
603037	  凯众股份	  603037	  凯众股份	  2017-01-20	  10592.27	  6165.77	  
603038	  华立股份	  603038	  华立股份	  2017-01-16	  13158.49	  5263.52	  
603039	  泛微网络	  603039	  泛微网络	  2017-01-13	  15171.35	  5905.32	  
603040	  新坐标	  603040	  新坐标	  2017-02-09	  7950.71	  3176.12	  
603041	  美思德	  603041	  美思德	  2017-03-30	  10094.80	  4652.50	  
603042	  华脉科技	  603042	  华脉科技	  2017-06-02	  13600.00	  10102.86	  
603043	  广州酒家	  603043	  广州酒家	  2017-06-27	  40399.62	  12550.72	  
603045	  福达合金	  603045	  福达合金	  2018-05-17	  13762.00	  9493.27	  
603050	  科林电气	  603050	  科林电气	  2017-04-14	  16224.55	  8031.45	  
603055	  台华新材	  603055	  台华新材	  2017-09-21	  76664.07	  14108.66	  
603056	  德邦股份	  603056	  德邦股份	  2018-01-16	  96000.00	  21765.89	  
603058	  永吉股份	  603058	  永吉股份	  2016-12-23	  41907.44	  22411.04	  
603059	  倍加洁	  603059	  倍加洁	  2018-03-02	  10000.00	  2500.00	  
603060	  国检集团	  603060	  国检集团	  2016-11-09	  30800.00	  8935.85	  
603063	  禾望电气	  603063	  禾望电气	  2017-07-28	  43089.00	  25530.00	  
603066	  音飞储存	  603066	  音飞储存	  2015-06-11	  30234.17	  30070.29	  
603067	  振华股份	  603067	  振华股份	  2016-09-13	  43120.00	  21785.30	  
603068	  博通集成	  603068	  博通集成	  2019-04-15	  13871.35	  3467.84	  
603069	  海汽集团	  603069	  海汽集团	  2016-07-12	  31600.00	  17380.00	  
603076	  乐惠国际	  603076	  乐惠国际	  2017-11-13	  7450.00	  2684.92	  
603077	  和邦生物	  603077	  和邦生物	  2012-07-31	  883125.02	  883125.02	  
603078	  江化微	  603078	  江化微	  2017-04-10	  10920.00	  6223.99	  
603079	  圣达生物	  603079	  圣达生物	  2017-08-23	  11200.00	  3651.16	  
603080	  新疆火炬	  603080	  新疆火炬	  2018-01-03	  14150.00	  8723.50	  
603081	  大丰实业	  603081	  大丰实业	  2017-04-20	  40180.00	  7772.63	  
603083	  剑桥科技	  603083	  剑桥科技	  2017-11-10	  12878.00	  6552.59	  
603085	  天成自控	  603085	  天成自控	  2015-06-30	  29098.61	  28788.75	  
603086	  先达股份	  603086	  先达股份	  2017-05-11	  11200.00	  7251.37	  
603088	  宁波精达	  603088	  宁波精达	  2014-11-11	  15680.00	  15680.00	  
603089	  正裕工业	  603089	  正裕工业	  2017-01-26	  15467.15	  4560.96	  
603090	  宏盛股份	  603090	  宏盛股份	  2016-08-31	  10000.00	  4068.13	  
603096	  新经典	  603096	  新经典	  2017-04-25	  13530.80	  5391.80	  
603098	  森特股份	  603098	  森特股份	  2016-12-16	  48001.20	  7501.20	  
603099	  长白山	  603099	  长白山	  2014-08-22	  26667.00	  26667.00	  
603100	  川仪股份	  603100	  川仪股份	  2014-08-05	  39500.00	  25862.51	  
603101	  汇嘉时代	  603101	  汇嘉时代	  2016-05-06	  33600.00	  33600.00	  
603103	  横店影视	  603103	  横店影视	  2017-10-12	  63420.00	  7420.00	  
603105	  芯能科技	  603105	  芯能科技	  2018-07-09	  50000.00	  8800.00	  
603106	  恒银金融	  603106	  恒银金融	  2017-09-20	  40040.00	  16945.50	  
603108	  润达医疗	  603108	  润达医疗	  2015-05-27	  57953.41	  50828.21	  
603110	  东方材料	  603110	  东方材料	  2017-10-13	  14373.34	  5430.05	  
603111	  康尼机电	  603111	  康尼机电	  2014-08-01	  99327.55	  83598.33	  
603113	  金能科技	  603113	  金能科技	  2017-05-11	  67593.95	  33186.53	  
603116	  红蜻蜓	  603116	  红蜻蜓	  2015-06-29	  58533.50	  57620.08	  
603117	  万林物流	  603117	  万林物流	  2015-06-29	  64301.69	  62588.96	  
603118	  共进股份	  603118	  共进股份	  2015-02-25	  77573.33	  77573.33	  
603121	  华培动力	  603121	  华培动力	  2019-01-11	  21600.00	  5400.00	  
603123	  翠微股份	  603123	  翠微股份	  2012-05-03	  52414.42	  52414.42	  
603126	  中材节能	  603126	  中材节能	  2014-07-31	  61050.00	  61050.00	  
603127	  昭衍新药	  603127	  昭衍新药	  2017-08-25	  16133.45	  7879.47	  
603128	  华贸物流	  603128	  华贸物流	  2012-05-29	  101203.84	  97465.52	  
603129	  春风动力	  603129	  春风动力	  2017-08-18	  13438.54	  6517.73	  
603131	  上海沪工	  603131	  上海沪工	  2016-06-07	  31797.43	  7000.00	  
603133	  碳元科技	  603133	  碳元科技	  2017-03-20	  21056.50	  11198.09	  
603136	  天目湖	  603136	  天目湖	  2017-09-27	  11600.00	  2900.00	  
603138	  海量数据	  603138	  海量数据	  2017-03-06	  15043.56	  4786.74	  
603139	  康惠制药	  603139	  康惠制药	  2017-04-21	  9988.00	  5363.00	  
603156	  养元饮品	  603156	  养元饮品	  2018-02-12	  105457.80	  63944.53	  
603157	  拉夏贝尔	  603157	  拉夏贝尔	  2017-09-25	  54767.16	  36059.28	  
603158	  腾龙股份	  603158	  腾龙股份	  2015-03-20	  21697.12	  21697.12	  
603159	  上海亚虹	  603159	  上海亚虹	  2016-08-12	  14000.00	  3500.00	  
603160	  汇顶科技	  603160	  汇顶科技	  2016-10-17	  45677.63	  23159.56	  
603161	  科华控股	  603161	  科华控股	  2018-01-05	  13340.00	  6940.00	  
603165	  荣晟环保	  603165	  荣晟环保	  2017-01-17	  17735.20	  4435.20	  
603166	  福达股份	  603166	  福达股份	  2014-11-27	  59771.87	  59201.87	  
603167	  渤海轮渡	  603167	  渤海轮渡	  2012-09-06	  47280.66	  46097.46	  
603168	  莎普爱思	  603168	  莎普爱思	  2014-07-02	  32259.25	  29734.25	  
603169	  兰石重装	  603169	  兰石重装	  2014-10-09	  105150.25	  104367.64	  
603177	  德创环保	  603177	  德创环保	  2017-02-07	  20200.00	  6175.00	  
603178	  圣龙股份	  603178	  圣龙股份	  2017-03-28	  20321.00	  5096.30	  
603179	  新泉股份	  603179	  新泉股份	  2017-03-17	  22765.90	  9492.60	  
603180	  金牌厨柜	  603180	  金牌厨柜	  2017-05-12	  6721.59	  1841.65	  
603181	  皇马科技	  603181	  皇马科技	  2017-08-24	  28000.00	  13860.00	  
603183	  建研院	  603183	  建研院	  2017-09-05	  17514.56	  10396.87	  
603185	  上机数控	  603185	  上机数控	  2018-12-28	  12600.00	  3150.00	  
603186	  华正新材	  603186	  华正新材	  2017-01-03	  12935.00	  7371.68	  
603187	  海容冷链	  603187	  海容冷链	  2018-11-29	  11200.00	  2800.00	  
603188	  亚邦股份	  603188	  亚邦股份	  2014-09-09	  57600.00	  57600.00	  
